Dependency=ASHRAE IECC Climate Zone 2004 - Sub-CZ Split	Dependency=Geometry Building Type RECS	Dependency=Geometry Floor Area Bin	Dependency=HVAC Cooling Type	Option=<10% Conditioned	Option=20% Conditioned	Option=40% Conditioned	Option=60% Conditioned	Option=80% Conditioned	Option=100% Conditioned	Option=None	Option=Void	source_count	source_weight	sampling_probability
1A - HI	Single-Family Attached	0-1499	Non-Ducted Heat Pump	0	0.106669	0.0636164	0.670587	0.0554959	0.103632	0	0	0.15838	240.747	4.96679e-06
1A - HI	Single-Family Attached	0-1499	None	0	0	0	0	0	0	1	0	1.49818	1852.46	9.28045e-05
1A - HI	Single-Family Attached	0-1499	Room AC	0.0208413	0.416011	0.227604	0.215877	0.0973648	0.0223022	0	0	1.12175	1415.19	9.73786e-05
1A - HI	Single-Family Attached	1500-2499	Central AC	0	0	0	0	0	1	0	0	0.162705	152.841	7.41721e-06
1A - HI	Single-Family Attached	1500-2499	Ducted Heat Pump	0	0	0	0.301411	0.326545	0.372044	0	0	2.94888e-19	1.68867e-19	1.07904e-05
1A - HI	Single-Family Attached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	1.22859e-19	7.4543e-20	0
1A - HI	Single-Family Attached	1500-2499	Non-Ducted Heat Pump	0	0.130541	0.0515071	0.724356	0.0534333	0.0401623	0	0	0.124905	124.732	2.55654e-06
1A - HI	Single-Family Attached	1500-2499	None	0	0	0	0	0	0	1	0	0.425731	395.085	4.61275e-05
1A - HI	Single-Family Attached	1500-2499	Room AC	0.152401	0.597774	0.139246	0.0730467	0.0318491	0.00568249	0	0	0.181483	170.975	4.86214e-05
1A - HI	Single-Family Attached	2500-3999	Central AC	0	0	0	0	0	1	0	0	0.0733408	64.5207	1.18305e-06
1A - HI	Single-Family Attached	2500-3999	Ducted Heat Pump	0	0	0	0.586974	0.282885	0.130141	0	0	8.49434e-20	4.58855e-20	1.71797e-06
1A - HI	Single-Family Attached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	7.94912e-21	3.88034e-21	0
1A - HI	Single-Family Attached	2500-3999	Non-Ducted Heat Pump	0	0.209943	0.0695787	0.650738	0.0545802	0.0151597	0	0	0.0548687	55.4689	4.61519e-07
1A - HI	Single-Family Attached	2500-3999	None	0	0	0	0	0	0	1	0	0.0610258	49.6677	7.2256e-06
1A - HI	Single-Family Attached	2500-3999	Room AC	0.233524	0.559705	0.111246	0.0471688	0.0455248	0.00283257	0	0	0.0259894	20.4887	7.64135e-06
1A - HI	Single-Family Attached	4000+	Central AC	0	0	0	0	0	1	0	0	0.00644446	5.50419	2.12173e-07
1A - HI	Single-Family Attached	4000+	Ducted Heat Pump	0	0	0	0.745039	0.186101	0.06886	0	0	5.44592e-21	2.55731e-21	3.55212e-07
1A - HI	Single-Family Attached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	1.21727e-21	9.12448e-22	0
1A - HI	Single-Family Attached	4000+	Non-Ducted Heat Pump	0	0.200798	0.108193	0.666801	0.0242077	0	0	0	0.00192122	1.62111	3.51695e-08
1A - HI	Single-Family Attached	4000+	None	0	0	0	0	0	0	1	0	0.0028563	2.58158	1.20202e-06
1A - HI	Single-Family Attached	4000+	Room AC	0.320843	0.532332	0.0914262	0.0539032	0	0.00149609	0	0	0.000867131	0.718923	1.28187e-06
1A - HI	Single-Family Detached	0-1499	Central AC	0	0	0	0	0	1	0	0	13.9224	24557.1	4.1924e-05
1A - HI	Single-Family Detached	0-1499	Ducted Heat Pump	0	0	0	0.150497	0.269016	0.580487	0	0	4.77271e-17	5.06737e-17	5.08338e-05
1A - HI	Single-Family Detached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5.26759e-17	5.58601e-17	0
1A - HI	Single-Family Detached	0-1499	Non-Ducted Heat Pump	0	0.221152	0.156685	0.414804	0.0829069	0.124452	0	0	14.4537	24174.5	1.59513e-05
1A - HI	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	0	73.5439	127995	0.000332638
1A - HI	Single-Family Detached	0-1499	Room AC	0.0286885	0.52316	0.195053	0.15341	0.0762533	0.0234359	0	0	58.3045	90438.3	0.000343301
1A - HI	Single-Family Detached	1500-2499	Central AC	0	0	0	0	0	1	0	0	12.4719	17942.1	5.06181e-05
1A - HI	Single-Family Detached	1500-2499	Ducted Heat Pump	0	0	0	0.257778	0.468082	0.27414	0	0	3.48208e-17	3.17038e-17	6.86294e-05
1A - HI	Single-Family Detached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	3.85824e-17	3.55757e-17	0
1A - HI	Single-Family Detached	1500-2499	Non-Ducted Heat Pump	0	0.277977	0.130297	0.460201	0.0819879	0.0495377	0	0	11.3988	12524.8	1.74187e-05
1A - HI	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	0	20.8987	27298.1	0.000376478
1A - HI	Single-Family Detached	1500-2499	Room AC	0.180276	0.646002	0.102547	0.0446082	0.0214349	0.00513145	0	0	9.43282	10926.2	0.000392272
1A - HI	Single-Family Detached	2500-3999	Central AC	0	0	0	0	0	1	0	0	5.62183	7574.14	1.91224e-05
1A - HI	Single-Family Detached	2500-3999	Ducted Heat Pump	0	0	0	0.500304	0.404126	0.0955701	0	0	1.00302e-17	8.61473e-18	2.70698e-05
1A - HI	Single-Family Detached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	2.49632e-18	1.8519e-18	0
1A - HI	Single-Family Detached	2500-3999	Non-Ducted Heat Pump	0	0.392518	0.15454	0.362994	0.0735309	0.0164174	0	0	5.00731	5569.87	6.43623e-06
1A - HI	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	0	2.99569	3431.75	0.000135095
1A - HI	Single-Family Detached	2500-3999	Room AC	0.269492	0.590093	0.0799263	0.0281018	0.0298908	0.00249545	0	0	1.35083	1309.34	0.00014146
1A - HI	Single-Family Detached	4000+	Central AC	0	0	0	0	0	1	0	0	0.49399	646.141	4.07626e-06
1A - HI	Single-Family Detached	4000+	Ducted Heat Pump	0	0	0	0.667428	0.279425	0.0531476	0	0	6.43061e-19	4.8012e-19	5.3795e-06
1A - HI	Single-Family Detached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	3.82267e-19	4.35467e-19	0
1A - HI	Single-Family Detached	4000+	Non-Ducted Heat Pump	0	0.367954	0.235526	0.364556	0.0319642	0	0	0	0.17533	162.783	1.28579e-06
1A - HI	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0	0.140213	178.372	2.98701e-05
1A - HI	Single-Family Detached	4000+	Room AC	0.359262	0.544563	0.0637356	0.0311601	0	0.00127888	0	0	0.0450703	45.943	3.10447e-05
2A - FL, GA, AL, MS	Mobile Home	0-1499	Central AC	0	0	0	4.66794e-05	0.00203169	0.997922	0	0	0.737925	13665.9	0.00129755
2A - FL, GA, AL, MS	Mobile Home	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	1.22225	20905.8	0.00276169
2A - FL, GA, AL, MS	Mobile Home	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
2A - FL, GA, AL, MS	Mobile Home	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	1.22225	2531.2	2.77649e-05
2A - FL, GA, AL, MS	Mobile Home	0-1499	None	0	0	0	0	0	0	1	0	0.0852192	1667.91	0.00028231
2A - FL, GA, AL, MS	Mobile Home	0-1499	Room AC	0	0.0749635	0.0850279	0.265207	0.00425548	0.570547	0	0	0.925208	19553.5	0.000848237
2A - FL, GA, AL, MS	Mobile Home	1500-2499	Central AC	0	0	0	0.000184831	0.00500453	0.994811	0	0	0.518465	9012.44	0.00039153
2A - FL, GA, AL, MS	Mobile Home	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	1.40987	22127.6	0.000801138
2A - FL, GA, AL, MS	Mobile Home	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
2A - FL, GA, AL, MS	Mobile Home	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	1.40987	2679.13	7.41281e-06
2A - FL, GA, AL, MS	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0	0.0226083	404.413	9.13205e-05
2A - FL, GA, AL, MS	Mobile Home	1500-2499	Room AC	0	0.169743	0.137731	0.344551	0.0137846	0.33419	0	0	0.136156	2550.98	0.00021832
2A - FL, GA, AL, MS	Mobile Home	2500-3999	Central AC	0	0	0	0.000444749	0.00919181	0.990363	0	0	0.240995	4051.14	3.83239e-05
2A - FL, GA, AL, MS	Mobile Home	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.367542	5813.49	6.77672e-05
2A - FL, GA, AL, MS	Mobile Home	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
2A - FL, GA, AL, MS	Mobile Home	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.367542	703.876	3.38866e-07
2A - FL, GA, AL, MS	Mobile Home	2500-3999	None	0	0	0	0	0	0	1	0	0.0069568	121.779	8.98238e-06
2A - FL, GA, AL, MS	Mobile Home	2500-3999	Room AC	0	0.280826	0.12773	0.323345	0.0155451	0.252554	0	0	0.058082	1062.68	1.75902e-05
2A - FL, GA, AL, MS	Mobile Home	4000+	Central AC	0	0	0	0.000417342	0.00945127	0.990131	0	0	0.0486709	825.528	8.4584e-06
2A - FL, GA, AL, MS	Mobile Home	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0633509	855.664	1.51349e-05
2A - FL, GA, AL, MS	Mobile Home	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
2A - FL, GA, AL, MS	Mobile Home	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0633509	103.601	6.30034e-08
2A - FL, GA, AL, MS	Mobile Home	4000+	None	0	0	0	0	0	0	1	0	0.00082298	13.9122	1.92035e-06
2A - FL, GA, AL, MS	Mobile Home	4000+	Room AC	0	0.256381	0.0775966	0.289369	0.00953725	0.367117	0	0	0.00537756	105.196	3.56234e-06
2A - FL, GA, AL, MS	Multi-Family with 2 - 4 Units	0-1499	Central AC	0	0	0	0.000105312	0.000852951	0.999042	0	0	8.14439	57745.6	0.00129313
2A - FL, GA, AL, MS	Multi-Family with 2 - 4 Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	1.5445	10240.1	0.00115014
2A - FL, GA, AL, MS	Multi-Family with 2 - 4 Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
2A - FL, GA, AL, MS	Multi-Family with 2 - 4 Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	1.5445	1239.83	0.000105127
2A - FL, GA, AL, MS	Multi-Family with 2 - 4 Units	0-1499	None	0	0	0	0	0	0	1	0	1.63906	12507.6	0.000176602
2A - FL, GA, AL, MS	Multi-Family with 2 - 4 Units	0-1499	Room AC	0	0.0531962	0.162416	0.164788	0.0147833	0.604816	0	0	10.486	88501.6	0.000236537
2A - FL, GA, AL, MS	Multi-Family with 2 - 4 Units	1500-2499	Central AC	0	0	0	0.000417643	0.0021043	0.997478	0	0	5.72224	38082.2	0.000310605
2A - FL, GA, AL, MS	Multi-Family with 2 - 4 Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	1.7816	10838.6	0.00028848
2A - FL, GA, AL, MS	Multi-Family with 2 - 4 Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
2A - FL, GA, AL, MS	Multi-Family with 2 - 4 Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	1.7816	1312.29	2.871e-05
2A - FL, GA, AL, MS	Multi-Family with 2 - 4 Units	1500-2499	None	0	0	0	0	0	0	1	0	0.434834	3032.68	3.87127e-05
2A - FL, GA, AL, MS	Multi-Family with 2 - 4 Units	1500-2499	Room AC	0	0.120481	0.263144	0.214136	0.0478977	0.354341	0	0	1.54314	11546.1	4.4299e-05
2A - FL, GA, AL, MS	Multi-Family with 2 - 4 Units	2500-3999	Central AC	0	0	0	0.00100708	0.00387313	0.99512	0	0	2.65983	17118.2	2.7013e-05
2A - FL, GA, AL, MS	Multi-Family with 2 - 4 Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.464447	2847.57	2.44992e-05
2A - FL, GA, AL, MS	Multi-Family with 2 - 4 Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
2A - FL, GA, AL, MS	Multi-Family with 2 - 4 Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.464447	344.773	3.35731e-06
2A - FL, GA, AL, MS	Multi-Family with 2 - 4 Units	2500-3999	None	0	0	0	0	0	0	1	0	0.133803	913.22	3.46549e-06
2A - FL, GA, AL, MS	Multi-Family with 2 - 4 Units	2500-3999	Room AC	0	0.206317	0.252596	0.208005	0.055909	0.277174	0	0	0.658279	4809.85	3.35015e-06
2A - FL, GA, AL, MS	Multi-Family with 2 - 4 Units	4000+	Central AC	0	0	0	0.000945194	0.0039832	0.995072	0	0	0.537175	3488.28	5.67085e-06
2A - FL, GA, AL, MS	Multi-Family with 2 - 4 Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0800539	419.122	3.57678e-06
2A - FL, GA, AL, MS	Multi-Family with 2 - 4 Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
2A - FL, GA, AL, MS	Multi-Family with 2 - 4 Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0800539	50.7458	5.14596e-07
2A - FL, GA, AL, MS	Multi-Family with 2 - 4 Units	4000+	None	0	0	0	0	0	0	1	0	0.0158287	104.328	1.18098e-06
2A - FL, GA, AL, MS	Multi-Family with 2 - 4 Units	4000+	Room AC	0	0.195155	0.158992	0.192867	0.0355395	0.417446	0	0	0.0609473	476.13	1.62779e-06
2A - FL, GA, AL, MS	Multi-Family with 5+ Units	0-1499	Central AC	0	0	0	0.000105312	0.000852951	0.999042	0	0	8.14439	57745.6	0.005007
2A - FL, GA, AL, MS	Multi-Family with 5+ Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	1.5445	10240.1	0.00385742
2A - FL, GA, AL, MS	Multi-Family with 5+ Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
2A - FL, GA, AL, MS	Multi-Family with 5+ Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	1.5445	1239.83	0.000125069
2A - FL, GA, AL, MS	Multi-Family with 5+ Units	0-1499	None	0	0	0	0	0	0	1	0	1.63906	12507.6	0.000535143
2A - FL, GA, AL, MS	Multi-Family with 5+ Units	0-1499	Room AC	0	0.0531962	0.162416	0.164788	0.0147833	0.604816	0	0	10.486	88501.6	0.000545825
2A - FL, GA, AL, MS	Multi-Family with 5+ Units	1500-2499	Central AC	0	0	0	0.000417643	0.0021043	0.997478	0	0	5.72224	38082.2	0.000835401
2A - FL, GA, AL, MS	Multi-Family with 5+ Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	1.7816	10838.6	0.000628465
2A - FL, GA, AL, MS	Multi-Family with 5+ Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
2A - FL, GA, AL, MS	Multi-Family with 5+ Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	1.7816	1312.29	2.13816e-05
2A - FL, GA, AL, MS	Multi-Family with 5+ Units	1500-2499	None	0	0	0	0	0	0	1	0	0.434834	3032.68	9.39391e-05
2A - FL, GA, AL, MS	Multi-Family with 5+ Units	1500-2499	Room AC	0	0.120481	0.263144	0.214136	0.0478977	0.354341	0	0	1.54314	11546.1	7.20294e-05
2A - FL, GA, AL, MS	Multi-Family with 5+ Units	2500-3999	Central AC	0	0	0	0.00100708	0.00387313	0.99512	0	0	2.65983	17118.2	8.64058e-05
2A - FL, GA, AL, MS	Multi-Family with 5+ Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.464447	2847.57	5.94938e-05
2A - FL, GA, AL, MS	Multi-Family with 5+ Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
2A - FL, GA, AL, MS	Multi-Family with 5+ Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.464447	344.773	2.49351e-06
2A - FL, GA, AL, MS	Multi-Family with 5+ Units	2500-3999	None	0	0	0	0	0	0	1	0	0.133803	913.22	1.18027e-05
2A - FL, GA, AL, MS	Multi-Family with 5+ Units	2500-3999	Room AC	0	0.206317	0.252596	0.208005	0.055909	0.277174	0	0	0.658279	4809.85	5.45593e-06
2A - FL, GA, AL, MS	Multi-Family with 5+ Units	4000+	Central AC	0	0	0	0.000945194	0.0039832	0.995072	0	0	0.537175	3488.28	7.06306e-06
2A - FL, GA, AL, MS	Multi-Family with 5+ Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0800539	419.122	4.77787e-06
2A - FL, GA, AL, MS	Multi-Family with 5+ Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
2A - FL, GA, AL, MS	Multi-Family with 5+ Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0800539	50.7458	2.81077e-07
2A - FL, GA, AL, MS	Multi-Family with 5+ Units	4000+	None	0	0	0	0	0	0	1	0	0.0158287	104.328	1.19854e-06
2A - FL, GA, AL, MS	Multi-Family with 5+ Units	4000+	Room AC	0	0.195155	0.158992	0.192867	0.0355395	0.417446	0	0	0.0609473	476.13	6.14155e-07
2A - FL, GA, AL, MS	Single-Family Attached	0-1499	Central AC	0	0	0	0.00121059	0.00510834	0.993681	0	0	140.88	911338	0.000753766
2A - FL, GA, AL, MS	Single-Family Attached	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	61.2908	361715	0.000631126
2A - FL, GA, AL, MS	Single-Family Attached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
2A - FL, GA, AL, MS	Single-Family Attached	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	61.2908	43795.1	1.6853e-05
2A - FL, GA, AL, MS	Single-Family Attached	0-1499	None	0	0	0	0	0	0	1	0	6.42692	43795.3	5.28772e-05
2A - FL, GA, AL, MS	Single-Family Attached	0-1499	Room AC	0	0.150433	0.192157	0.226993	0.0343733	0.396043	0	0	26.8881	210925	7.82674e-05
2A - FL, GA, AL, MS	Single-Family Attached	1500-2499	Central AC	0	0	0	0.00475556	0.0124837	0.982761	0	0	98.9821	601012	0.000684405
2A - FL, GA, AL, MS	Single-Family Attached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	70.6995	382854	0.000544833
2A - FL, GA, AL, MS	Single-Family Attached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
2A - FL, GA, AL, MS	Single-Family Attached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	70.6995	46354.5	1.6846e-05
2A - FL, GA, AL, MS	Single-Family Attached	1500-2499	None	0	0	0	0	0	0	1	0	1.70503	10618.9	4.55991e-05
2A - FL, GA, AL, MS	Single-Family Attached	1500-2499	Room AC	0	0.264031	0.241266	0.228588	0.0863054	0.17981	0	0	3.95693	27517.6	5.4703e-05
2A - FL, GA, AL, MS	Single-Family Attached	2500-3999	Central AC	0	0	0	0.0112991	0.0226404	0.96606	0	0	46.0093	270158	0.000104154
2A - FL, GA, AL, MS	Single-Family Attached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	18.4308	100586	7.74601e-05
2A - FL, GA, AL, MS	Single-Family Attached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
2A - FL, GA, AL, MS	Single-Family Attached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	18.4308	12178.5	2.15436e-06
2A - FL, GA, AL, MS	Single-Family Attached	2500-3999	None	0	0	0	0	0	0	1	0	0.524656	3197.63	7.47114e-06
2A - FL, GA, AL, MS	Single-Family Attached	2500-3999	Room AC	0	0.394135	0.201883	0.193557	0.087817	0.122608	0	0	1.68796	11463.3	9.3225e-06
2A - FL, GA, AL, MS	Single-Family Attached	4000+	Central AC	0	0	0	0.0106058	0.0232861	0.966108	0	0	9.29194	55051.9	1.65366e-05
2A - FL, GA, AL, MS	Single-Family Attached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	3.1768	14804.8	1.11926e-05
2A - FL, GA, AL, MS	Single-Family Attached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
2A - FL, GA, AL, MS	Single-Family Attached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	3.1768	1792.51	1.09174e-07
2A - FL, GA, AL, MS	Single-Family Attached	4000+	None	0	0	0	0	0	0	1	0	0.0620661	365.301	1.04223e-06
2A - FL, GA, AL, MS	Single-Family Attached	4000+	Room AC	0	0.405304	0.138146	0.195111	0.0606873	0.200751	0	0	0.156281	1134.75	2.07804e-06
2A - FL, GA, AL, MS	Single-Family Detached	0-1499	Central AC	0	0	0	0.00121059	0.00510834	0.993681	0	0	140.88	911338	0.0050874
2A - FL, GA, AL, MS	Single-Family Detached	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	61.2908	361715	0.00487024
2A - FL, GA, AL, MS	Single-Family Detached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
2A - FL, GA, AL, MS	Single-Family Detached	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	61.2908	43795.1	0.000204067
2A - FL, GA, AL, MS	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	0	6.42692	43795.3	0.000345128
2A - FL, GA, AL, MS	Single-Family Detached	0-1499	Room AC	0	0.150433	0.192157	0.226993	0.0343733	0.396043	0	0	26.8881	210925	0.000473595
2A - FL, GA, AL, MS	Single-Family Detached	1500-2499	Central AC	0	0	0	0.00475556	0.0124837	0.982761	0	0	98.9821	601012	0.00746361
2A - FL, GA, AL, MS	Single-Family Detached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	70.6995	382854	0.00771683
2A - FL, GA, AL, MS	Single-Family Detached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
2A - FL, GA, AL, MS	Single-Family Detached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	70.6995	46354.5	0.000258525
2A - FL, GA, AL, MS	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	0	1.70503	10618.9	0.00048489
2A - FL, GA, AL, MS	Single-Family Detached	1500-2499	Room AC	0	0.264031	0.241266	0.228588	0.0863054	0.17981	0	0	3.95693	27517.6	0.000478295
2A - FL, GA, AL, MS	Single-Family Detached	2500-3999	Central AC	0	0	0	0.0112991	0.0226404	0.96606	0	0	46.0093	270158	0.00336134
2A - FL, GA, AL, MS	Single-Family Detached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	18.4308	100586	0.0034208
2A - FL, GA, AL, MS	Single-Family Detached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
2A - FL, GA, AL, MS	Single-Family Detached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	18.4308	12178.5	9.90034e-05
2A - FL, GA, AL, MS	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	0	0.524656	3197.63	0.000215424
2A - FL, GA, AL, MS	Single-Family Detached	2500-3999	Room AC	0	0.394135	0.201883	0.193557	0.087817	0.122608	0	0	1.68796	11463.3	0.000169306
2A - FL, GA, AL, MS	Single-Family Detached	4000+	Central AC	0	0	0	0.0106058	0.0232861	0.966108	0	0	9.29194	55051.9	0.000730882
2A - FL, GA, AL, MS	Single-Family Detached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	3.1768	14804.8	0.000736356
2A - FL, GA, AL, MS	Single-Family Detached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
2A - FL, GA, AL, MS	Single-Family Detached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	3.1768	1792.51	1.59328e-05
2A - FL, GA, AL, MS	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0	0.0620661	365.301	4.48355e-05
2A - FL, GA, AL, MS	Single-Family Detached	4000+	Room AC	0	0.405304	0.138146	0.195111	0.0606873	0.200751	0	0	0.156281	1134.75	3.2082e-05
2A - TX, LA	Mobile Home	0-1499	Central AC	0	0	0	0.000109641	0.00381769	0.996073	0	0	0.574073	15857.7	0.00159786
2A - TX, LA	Mobile Home	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0807143	2039.88	0.000832407
2A - TX, LA	Mobile Home	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
2A - TX, LA	Mobile Home	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0807143	246.98	1.95417e-05
2A - TX, LA	Mobile Home	0-1499	None	0	0	0	0	0	0	1	0	0.058104	1593.39	0.000105147
2A - TX, LA	Mobile Home	0-1499	Room AC	0	0.0961027	0.0962646	0.410891	0.0201271	0.376615	0	0	0.874925	24781.1	0.000669176
2A - TX, LA	Mobile Home	1500-2499	Central AC	0	0	0	0.000432918	0.00937759	0.990189	0	0	0.403343	10457.9	0.00055182
2A - TX, LA	Mobile Home	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0931047	2159.09	0.000277617
2A - TX, LA	Mobile Home	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
2A - TX, LA	Mobile Home	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0931047	261.414	3.006e-06
2A - TX, LA	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0	0.0154147	386.344	3.55528e-05
2A - TX, LA	Mobile Home	1500-2499	Room AC	0	0.182381	0.130689	0.447402	0.0546424	0.184885	0	0	0.128757	3232.99	0.000201221
2A - TX, LA	Mobile Home	2500-3999	Central AC	0	0	0	0.00103753	0.0171547	0.981808	0	0	0.187484	4700.86	4.32586e-05
2A - TX, LA	Mobile Home	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0242716	567.248	2.1311e-05
2A - TX, LA	Mobile Home	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
2A - TX, LA	Mobile Home	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0242716	68.6803	5.9754e-07
2A - TX, LA	Mobile Home	2500-3999	None	0	0	0	0	0	0	1	0	0.00474327	116.338	2.76634e-06
2A - TX, LA	Mobile Home	2500-3999	Room AC	0	0.288979	0.116075	0.402115	0.0590156	0.133815	0	0	0.0549253	1346.79	1.60757e-05
2A - TX, LA	Mobile Home	4000+	Central AC	0	0	0	0.000973407	0.0176355	0.981391	0	0	0.0378638	957.927	3.41099e-05
2A - TX, LA	Mobile Home	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00418355	83.491	2.29544e-05
2A - TX, LA	Mobile Home	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
